texto_acordao,
"DECIDEM os Conselheiros do Tribunal de Contas do Estado, à unanimidade, nos termos da informação de auditoria e do parecer ministerial, acolhendo integralmente a proposta de voto da Conselheira Substituta Relatora, julgar pelo registro do ato admissional nos termos do art. 71 III da Constituição da República c/c art. 95 I da LC nº 464/2012.

DECIDEM, mais, ampla divulgação do que for decidido pelo colegiado em atenção à efetividade do direito fundamental individual de acesso à informação (art. 5º XXXIII da Lei Política vigente).

Por fim, após o trânsito em julgado da decisão, pelo arquivamento processual.",
"Vistos, relatados e discutidos estes autos, com fundamento na manifestação da instituição ministerial, ACORDAM os Conselheiros, nos termos da proposta de voto da Conselheira Substituta Relatora, julgar pelo arquivamento do feito. Substrato de validade: art. 90, I, da Lei Complementar nº 464/2012.

Finalmente, pela ampla divulgação desta decisão, em atenção à efetividade do direito fundamental individual de acesso à informação (art. 5º XXXIII da Lei Política vigente).",
"Vistos, relatados e discutidos estes autos, com base no documentado pela unidade técnica e pelo Parquet, com substrato de validade no art. 75, I da Lei Complementar 464/2012, em diálogo com o art. 22, § 2° da LINDB e art. 323, §4° da regra regimental, ACORDAM os Conselheiros, nos termos da proposta de voto proferida pela Conselheira Substituta Relatora, julgar pela DESAPROVAÇÃO da matéria e cominação de multa ao Sr. OSMAR JOSÉ MACIEL DE OLIVEIRA no valor total de R$ 8.000,00 (oito mil reais), conforme as seguintes especificações:

3.1) atraso na remessa dos anexos do 6° bimestre de 2017: multa no importe de R$ 3.000,00 (três mil reais). Lastro jurídico: art. 33, inciso I, alínea “c” da Resolução 011/2016 (norma vigente à época dos fatos) c/c art. 323, II, “f” do Regimento Interno, cujos fundamentos de validade se encontram no art. 107, II, “f”, da LC 464/2012;

3.2) atrasos nas remessa dos anexos do 2° bimestre de 2018 (99 dias de mora) e do 3° bimestre de 2018 (43 dias de mora): sanção no importe de R$ 5.000,00 (cinco mil reais). Substrato de validade no art. 33, inciso I, alínea “a” da Resolução 011/2016 c/c art. 323, II, “f” e §4° do Regimento Interno, cujos fundamentos de validade se encontram no art. 107, II, “f”, da LC 464/2012.

As multas consequentes deverão ser anotadas pela Diretoria de Instrução Processual e Controle de Decisões (art. 30, II, da resolução 42/2024).

Como retratam falhas meramente formais, não ensejam inclusão do gestor na lista a ser encaminhada à justiça eleitoral, tendo sido a matéria pacificada pelo enunciado sumular 29 TCE/RN.

ACORDAM, mais, com amparo nas garantias constitucionais do contraditório e da ampla defesa, expedição da imprescindível intimação ao Sr. OSMAR JOSÉ MACIEL DE OLIVEIRA, tudo para os fins de direito.

Finalmente, por ampla divulgação desta decisão, em atenção à efetividade do direito fundamental individual de acesso à informação (art. 5º XXXIII da Lei Política).",
"DECIDEM os Conselheiros do Tribunal de Contas do Estado, à unanimidade, acolhendo a informação de auditoria e o parecer ministerial (eventos 25 e 31), nos termos da proposta de voto proferida pela Conselheira Substituta Relatora, julgar pelo registro do ato admissional nos termos do art. 71 III da Constituição da República, art. 53 III da Constituição potiguar e art. 95, I da Lei Complementar estadual nº 464/2012.

DECIDEM, ainda, pela ampla divulgação desta decisão, em atenção à efetividade do direito fundamental individual de acesso à informação (art. 5º XXXIII da Lei Política vigente).",
"
DECIDEM os Conselheiros do Tribunal de Contas do Estado, acolhendo o pedido de reconsideração interposto pelo ente municipal, bem como as manifestações emanadas do corpo técnico e do Ministério Público Especial, que atua junto a esta Corte de Contas e acolhendo integralmente o voto do Conselheiro Relator, julgar pelo registro do ato aposentador ora apresentado para julgamento, bem como da despesa dele decorrente. 

Após o trânsito em julgado deste decisum, arquivem-se os autos.",
"Vistos, relatados e discutidos estes autos, considerando a manifestação emitida pelo Corpo Técnico e parecer do Ministério Público junto a esta Corte, ACORDAM os Conselheiros, nos termos do voto proposto pelo Conselheiro Substituto Relator, julgar pelo reconhecimento da PRESCRIÇÃO QUINQUENAL, consequentemente, pelo ARQUIVAMENTO do processo.
Finalmente, por ampla divulgação do que for decidido pelo órgão fracionário em atenção à efetividade do direito fundamental individual de acesso à informação (art. 5º XXXIII da Lei Política vigente). ",
"DECIDEM os Conselheiros do Tribunal de Contas do Estado, à unanimidade, alinhados ao posicionamento do Corpo Técnico e do Ministério Público de Contas, julgar pelo registro do ato de aposentadoria, nos termos do art. 71, III, da Constituição da República c/c art. 95, I, da LC nº 464/2012, e pela ampla divulgação desta decisão, em atenção à efetividade do direito fundamental individual de acesso à informação (art. 5º, XXXIII, da Lei Política vigente), nos termos da proposta de voto da Conselheira Substituta Relatora.",
"DECIDEM os Conselheiros do Tribunal de Contas do Estado, à unanimidade, alinhados ao posicionamento do Corpo Técnico e do Ministério Público de Contas, julgar pelo registro tácito do ato de aposentadoria, nos termos do art. 71, III, da Constituição da República c/c art. 95, I, da LC nº 464/2012, tendo sido a matéria pacificada em sede de Repercussão Geral pelo STF no Tema 445, e pela ampla divulgação desta decisão, em atenção à efetividade do direito fundamental individual de acesso à informação (art. 5º, XXXIII, da Lei Política vigente), nos termos da proposta de voto da Conselheira Substituta Relatora.",
"DECIDEM os Conselheiros do Tribunal de Contas do Estado, à unanimidade, alinhados ao posicionamento do Corpo Técnico e do Ministério Público de Contas, julgar pelo registro tácito do ato de aposentadoria, nos termos do art. 71, III, da Constituição da República c/c art. 95, I, da LC nº 464/2012, tendo sido a matéria pacificada em sede de Repercussão Geral pelo STF no Tema 445, e pela ampla divulgação desta decisão, em atenção à efetividade do direito fundamental individual de acesso à informação (art. 5º, XXXIII, da Lei Política vigente), nos termos da proposta de voto da Conselheira Substituta Relatora.",
"DECIDEM os Conselheiros do Tribunal de Contas do Estado, à unanimidade, alinhados ao posicionamento do Corpo Técnico e do Ministério Público de Contas, julgar pelo registro tácito do ato de aposentadoria, nos termos do art. 71, III, da Constituição da República c/c art. 95, I, da LC nº 464/2012, tendo sido a matéria pacificada em sede de Repercussão Geral pelo STF no Tema 445, e pela ampla divulgação desta decisão, em atenção à efetividade do direito fundamental individual de acesso à informação (art. 5º, XXXIII, da Lei Política vigente), nos termos da proposta de voto da Conselheira Substituta Relatora.",
"DECIDEM os Conselheiros do Tribunal de Contas do Estado, à unanimidade, alinhados ao posicionamento do Corpo Técnico e do Ministério Público de Contas, julgar pelo registro tácito do ato de aposentadoria, nos termos do art. 71, III, da Constituição da República c/c art. 95, I, da LC nº 464/2012, tendo sido a matéria pacificada em sede de Repercussão Geral pelo STF no Tema 445, e pela ampla divulgação desta decisão, em atenção à efetividade do direito fundamental individual de acesso à informação (art. 5º, XXXIII, da Lei Política vigente), nos termos da proposta de voto da Conselheira Substituta Relatora.",
"DECIDEM os Conselheiros do Tribunal de Contas do Estado, à unanimidade, alinhados ao posicionamento do Corpo Técnico e do Ministério Público de Contas, julgar pelo registro tácito do ato de aposentadoria, nos termos do art. 71, III, da Constituição da República c/c art. 95, I, da LC nº 464/2012, tendo sido a matéria pacificada em sede de Repercussão Geral pelo STF no Tema 445, e pela ampla divulgação desta decisão, em atenção à efetividade do direito fundamental individual de acesso à informação (art. 5º, XXXIII, da Lei Política vigente), nos termos da proposta de voto da Conselheira Substituta Relatora.",
"DECIDEM os Conselheiros do Tribunal de Contas do Estado, à unanimidade, alinhados ao posicionamento do Corpo Técnico e do Ministério Público de Contas, julgar pelo registro tácito do ato de aposentadoria, nos termos do art. 71, III, da Constituição da República c/c art. 95, I, da LC nº 464/2012, tendo sido a matéria pacificada em sede de Repercussão Geral pelo STF no Tema 445, e pela ampla divulgação desta decisão, em atenção à efetividade do direito fundamental individual de acesso à informação (art. 5º, XXXIII, da Lei Política vigente), nos termos da proposta de voto da Conselheira Substituta Relatora.",
"DECIDEM os Conselheiros do Tribunal de Contas do Estado, à unanimidade, alinhados ao posicionamento do Corpo Técnico e do Ministério Público de Contas, julgar pelo registro tácito do ato de aposentadoria, nos termos do art. 71, III, da Constituição da República c/c art. 95, I, da LC nº 464/2012, tendo sido a matéria pacificada em sede de Repercussão Geral pelo STF no Tema 445, e pela ampla divulgação desta decisão, em atenção à efetividade do direito fundamental individual de acesso à informação (art. 5º, XXXIII, da Lei Política vigente), nos termos da proposta de voto da Conselheira Substituta Relatora.",
"DECIDEM os Conselheiros do Tribunal de Contas do Estado, à unanimidade, alinhados ao posicionamento do Corpo Técnico e do Ministério Público de Contas, julgar pelo registro tácito do ato de aposentadoria, nos termos do art. 71, III, da Constituição da República c/c art. 95, I, da LC nº 464/2012, tendo sido a matéria pacificada em sede de Repercussão Geral pelo STF no Tema 445, e pela ampla divulgação desta decisão, em atenção à efetividade do direito fundamental individual de acesso à informação (art. 5º, XXXIII, da Lei Política vigente), nos termos da proposta de voto da Conselheira Substituta Relatora.",
"DECIDEM os Conselheiros do Tribunal de Contas do Estado, à unanimidade, alinhados ao posicionamento do Corpo Técnico e do Ministério Público de Contas, julgar pelo registro tácito do ato de aposentadoria, nos termos do art. 71, III, da Constituição da República c/c art. 95, I, da LC nº 464/2012, tendo sido a matéria pacificada em sede de Repercussão Geral pelo STF no Tema 445, e pela ampla divulgação desta decisão, em atenção à efetividade do direito fundamental individual de acesso à informação (art. 5º, XXXIII, da Lei Política vigente), nos termos da proposta de voto da Conselheira Substituta Relatora.",
