token,label_original,label_sugerido,confianca,sentenca_idx,contexto
do,I-MULTA,B-RECOMENDACAO,0.20929914269933345,337,"publicação do RREO do 6º bimestre, na"
a,I-MULTA,B-RECOMENDACAO,0.20929914269933345,337,"seiscentos reais), equivalente a 5% de seu"
seiscentos,I-MULTA,B-RECOMENDACAO,0.20929914269933345,337,"(nove mil e seiscentos reais), equivalente a"
"9.600,00",I-MULTA,B-RECOMENDACAO,0.20929914269933345,337,"464/2012; ii. R$ 9.600,00 (nove mil e"
R$,I-MULTA,B-RECOMENDACAO,0.20929914269933345,337,"n.º 464/2012; ii. R$ 9.600,00 (nove mil"
ii.,I-MULTA,B-RECOMENDACAO,0.20929914269933345,337,"LCE n.º 464/2012; ii. R$ 9.600,00 (nove"
"b,",I-MULTA,B-RECOMENDACAO,0.20929914269933345,337,"art. 107, II, b, da LCE n.º"
na,I-MULTA,B-RECOMENDACAO,0.20929914269933345,337,"reais), pelo atraso na publicação do RREO"
"8.500,00,",I-MULTA,B-RECOMENDACAO,0.20929914269933345,852,"valor de R$ 8.500,00, referente às seguintes"
às,I-MULTA,B-RECOMENDACAO,0.20929914269933345,852,"R$ 8.500,00, referente às seguintes irregularidades formais"
formais,I-MULTA,B-RECOMENDACAO,0.20929914269933345,852,às seguintes irregularidades formais reconhecidas: violação ao
no,I-MULTA,B-RECOMENDACAO,0.20929914269933345,830,"semestre). Por fim, no sentido de que"
que,I-MULTA,B-RECOMENDACAO,0.20929914269933345,830,no sentido de que esta Egrégia Corte
engenharia,I-MULTA,B-RECOMENDACAO,0.20929914269933345,852,"projetos básicos de engenharia inexistente e insuficiente,"
Corte,I-MULTA,B-RECOMENDACAO,0.20929914269933345,830,que esta Egrégia Corte promova a recomendação
manifestação,I-MULTA,B-RECOMENDACAO,0.20929914269933345,830,recomendação sugerida na manifestação do Parquet de
envio,I-MULTA,B-RECOMENDACAO,0.20929914269933345,830,"qual seja, do envio por cópia do"
e,I-MULTA,B-RECOMENDACAO,0.20929914269933345,852,"prazo-limite (R$ 1.500,00), e projetos básicos de"
de,I-MULTA,B-RECOMENDACAO,0.20929914269933345,835,"i)multa no valor de R$ 500,00 (quinhentos"
"500,00",I-MULTA,B-RECOMENDACAO,0.20929914269933345,835,"valor de R$ 500,00 (quinhentos reais), pelo"
"reais),",I-MULTA,B-RECOMENDACAO,0.20929914269933345,835,"R$ 500,00 (quinhentos reais), pelo descumprimento de"
de,I-MULTA,B-RECOMENDACAO,0.20929914269933345,835,descumprimento de prazo de execução contratual; j)multa
tombamento,I-MULTA,B-RECOMENDACAO,0.20929914269933345,852,"de guia de tombamento (R$ 1.000,00), notas"
de,I-MULTA,B-RECOMENDACAO,0.20929914269933345,852,"ausência de guia de tombamento (R$ 1.000,00),"
ao,I-MULTA,B-RECOMENDACAO,0.20929914269933345,852,"1.000,00), despesas alheias ao ensino fundamental (R$"
depois,I-MULTA,B-RECOMENDACAO,0.20929914269933345,835,celebração de aditivo depois de extinto o
de,I-MULTA,B-RECOMENDACAO,0.20929914269933345,835,de aditivo depois de extinto o contrato;
"reais),",I-MULTA,B-RECOMENDACAO,0.20929914269933345,835,"R$ 500,00 (quinhentos reais), pela inconsistência das"
inconsistência,I-MULTA,B-RECOMENDACAO,0.20929914269933345,835,"(quinhentos reais), pela inconsistência das informações enviadas"
ao,I-MULTA,B-RECOMENDACAO,0.20929914269933345,835,das informações enviadas ao SIAI; l)multa no
R$,I-MULTA,B-RECOMENDACAO,0.20929914269933345,835,"no valor de R$ 500,00 (quinhentos reais),"
"reais),",I-MULTA,B-RECOMENDACAO,0.20929914269933345,835,"R$ 500,00 (quinhentos reais), pela desapropriação de"
desapropriação,I-MULTA,B-RECOMENDACAO,0.20929914269933345,835,"(quinhentos reais), pela desapropriação de terreno sem"
de,I-MULTA,B-RECOMENDACAO,0.20929914269933345,835,"reais), pela desapropriação de terreno sem a"
dos,I-MULTA,B-RECOMENDACAO,0.20929914269933345,835,sem a indicação dos critérios para se
anualidade,I-MULTA,B-RECOMENDACAO,0.20929914269933345,852,"ao princípio da anualidade (R$ 1.000,00), despesas"
os,I-MULTA,B-RECOMENDACAO,0.20929914269933345,527,"essenciais, quais sejam, os estabelecidos nos arts."
estabelecidos,I-MULTA,B-RECOMENDACAO,0.20929914269933345,527,"quais sejam, os estabelecidos nos arts. 16,"
alínea,I-MULTA,B-RECOMENDACAO,0.20929914269933345,337,"28, inciso I, alínea “a”, da Resolução"
nela,I-MULTA,B-RECOMENDACAO,0.20929914269933345,594,dos quatro comandos nela presentes; vii) pela
em,I-MULTA,B-RECOMENDACAO,0.20929914269933345,594,"Acórdão n.º 289/2022, em dois dos quatro"
121/1994,I-MULTA,B-RECOMENDACAO,0.20929914269933345,830,Lei Complementar n.º 121/1994 (Lei Orgânica do
da,I-MULTA,B-RECOMENDACAO,0.20929914269933345,594,"Goianinha, pelo descumprimento da medida cautelar contida"
pelo,I-MULTA,B-RECOMENDACAO,0.20929914269933345,594,"Município de Goianinha, pelo descumprimento da medida"
TCE/RN);,I-MULTA,B-RECOMENDACAO,0.20929914269933345,830,(Lei Orgânica do TCE/RN); c.3) Fixar a
nos,I-MULTA,B-RECOMENDACAO,0.20929914269933345,527,"sejam, os estabelecidos nos arts. 16, I"
Fiscal.,I-MULTA,B-RECOMENDACAO,0.20929914269933345,527,Lei de Responsabilidade Fiscal.
(cinquenta,I-MULTA,B-RECOMENDACAO,0.20929914269933345,594,"de R$ 55.000,00 (cinquenta e cinco mil"
valor,I-MULTA,B-RECOMENDACAO,0.20929914269933345,830,de multa no valor total de até
§3.,I-MULTA,B-RECOMENDACAO,0.20929914269933345,830,"conforme art. 78, §3. º, “a” c/c"
art.,I-MULTA,B-RECOMENDACAO,0.20929914269933345,830,"ao responsável, conforme art. 78, §3. º,"
controle,O,I-RECOMENDACAO,0.8163307451756894,685,a assegurar o controle da despesa de
Unidades,O,I-RECOMENDACAO,0.8792870769924992,767,três anos nas Unidades Técnicas a ela
de,O,I-RECOMENDACAO,0.8727929995419732,94,"SECEX desta Corte de Contas, que adote"
aos,O,I-OBRIGACAO,0.558997564655301,250,as vantagens concedidas aos servidores do Município
com,O,I-OBRIGACAO,0.8744494434826325,629,"úteis, de acordo com o inteiro teor"
o,I-RECOMENDACAO,B-RECOMENDACAO,0.20929914269933345,849,despesas de que o aumento tem adequação
ao,I-RECOMENDACAO,B-RECOMENDACAO,0.20929914269933345,408,como que proceda ao auxílio e orientação
despesas,I-RECOMENDACAO,B-RECOMENDACAO,0.20929914269933345,849,do ordenador de despesas de que o
bem,I-RECOMENDACAO,B-RECOMENDACAO,0.20929914269933345,408,"na alínea “a”, bem como que proceda"
orçamentária,I-RECOMENDACAO,B-RECOMENDACAO,0.20929914269933345,849,aumento tem adequação orçamentária e financeira com
de,I-RECOMENDACAO,B-RECOMENDACAO,0.20929914269933345,849,declaração do ordenador de despesas de que
monitoramento,I-RECOMENDACAO,B-RECOMENDACAO,0.20929914269933345,408,do Município o monitoramento do cumprimento da
"LDO,",I-RECOMENDACAO,B-RECOMENDACAO,0.20929914269933345,849,"e com a LDO, nos termos do"
e,I-RECOMENDACAO,B-RECOMENDACAO,0.20929914269933345,849,tem adequação orçamentária e financeira com a
gestão,I-RECOMENDACAO,B-RECOMENDACAO,0.20929914269933345,408,e orientação à gestão municipal na execução
de,I-RECOMENDACAO,B-RECOMENDACAO,0.20929914269933345,594,"a Prefeitura Municipal de Goianinha/RN, por seu"
ao,I-RECOMENDACAO,B-RECOMENDACAO,0.20929914269933345,408,faça; d. Recomendar ao Controle Interno do
VI,I-RECOMENDACAO,B-RECOMENDACAO,0.20929914269933345,408,"c/c o inciso VI do art. 24,"
do,I-RECOMENDACAO,B-RECOMENDACAO,0.20929914269933345,408,"o inciso VI do art. 24, dispostos"
à,I-RECOMENDACAO,B-RECOMENDACAO,0.20929914269933345,849,TCE/RN; h) recomendação à Câmara Municipal de
pessoal,I-RECOMENDACAO,B-RECOMENDACAO,0.20929914269933345,849,de gastos com pessoal sejam acompanhados de
à,I-RECOMENDACAO,B-RECOMENDACAO,0.20929914269933345,84,adote medidas necessárias à melhoria da qualidade
previstas,I-RECOMENDACAO,B-RECOMENDACAO,0.20929914269933345,408,considerando as competências previstas no inciso XVI
da,I-RECOMENDACAO,B-RECOMENDACAO,0.20929914269933345,84,necessárias à melhoria da qualidade das informações
que,I-RECOMENDACAO,B-RECOMENDACAO,0.20929914269933345,594,de Guarda Municipal que já se encontra
informações,I-RECOMENDACAO,B-RECOMENDACAO,0.20929914269933345,84,da qualidade das informações contábeis. 6) Esclarecer
da,I-RECOMENDACAO,B-RECOMENDACAO,0.20929914269933345,408,"da determinação constante da alínea “b”, além"
desde,I-RECOMENDACAO,B-RECOMENDACAO,0.20929914269933345,594,"SIAI - Concursos, desde a publicação dos"
SIAI,I-RECOMENDACAO,B-RECOMENDACAO,0.20929914269933345,594,"por meio do SIAI - Concursos, desde"
meio,I-RECOMENDACAO,B-RECOMENDACAO,0.20929914269933345,594,de informações por meio do SIAI -
do,I-RECOMENDACAO,B-RECOMENDACAO,0.20929914269933345,408,"alínea “b”, além do monitoramento do seu"
remessa,I-RECOMENDACAO,B-RECOMENDACAO,0.20929914269933345,594,devendo promover a remessa de informações por
além,I-RECOMENDACAO,B-RECOMENDACAO,0.20929914269933345,408,"da alínea “b”, além do monitoramento do"
a,I-RECOMENDACAO,B-RECOMENDACAO,0.20929914269933345,849,"da despesa com a medida proposta, bem"
do,I-RECOMENDACAO,B-RECOMENDACAO,0.20929914269933345,849,como da declaração do ordenador de despesas
promover,I-RECOMENDACAO,B-RECOMENDACAO,0.20929914269933345,594,"nº 029/2022TCE, devendo promover a remessa de"
dita,I-RECOMENDACAO,B-RECOMENDACAO,0.20929914269933345,594,observe o que dita a Resolução nº
-,I-RECOMENDACAO,B-RECOMENDACAO,0.20929914269933345,594,"meio do SIAI - Concursos, desde a"
o,I-RECOMENDACAO,B-RECOMENDACAO,0.20929914269933345,408,assim já não o faça; d. Recomendar
o,I-RECOMENDACAO,B-RECOMENDACAO,0.20929914269933345,408,art. 23 c/c o inciso VI do
não,I-RECOMENDACAO,B-RECOMENDACAO,0.20929914269933345,408,caso assim já não o faça; d.
assim,I-RECOMENDACAO,B-RECOMENDACAO,0.20929914269933345,408,"do recurso, caso assim já não o"
caso,I-RECOMENDACAO,B-RECOMENDACAO,0.20929914269933345,408,"fonte do recurso, caso assim já não"
indicação,I-RECOMENDACAO,B-RECOMENDACAO,0.20929914269933345,408,ou apenas a indicação da fonte do
Poder,I-RECOMENDACAO,B-RECOMENDACAO,0.20929914269933345,84,atual Chefe do Poder Executivo em referência
LRF.,I-RECOMENDACAO,B-RECOMENDACAO,0.20929914269933345,849,"e II, da LRF. Ademais, pela intimação"
"II,",I-RECOMENDACAO,B-RECOMENDACAO,0.20929914269933345,849,"incisos I e II, da LRF. Ademais,"
em,I-MULTA,I-RESSARCIMENTO,0.8564731545859586,223,"e cinco centavos), em razão do pagamento"
"6º,",O,I-MULTA,0.8896670957209251,717,"c/c o art. 6º, da Resolução n.º"
Novo,O,I-MULTA,0.30591097285195623,852,coleção de livros Novo Mundo 1ª a
e,O,I-OBRIGACAO,0.760830043617591,528,plano para enfrentamento e eliminação da irregularidade
ao,O,I-MULTA,0.8902229636779543,716,"do IPPFICA, referentes ao exercício de 2022,"
TCE/RN.,O,I-MULTA,0.7498498006410004,675,cento) para o TCE/RN. Procedida à intimação
Sistema,O,I-OBRIGACAO,0.5727822836222398,250,"prazo, insira no Sistema Legis deste Tribunal"
à,O,I-OBRIGACAO,0.8652600540473231,629,"julgado, pela determinação à autoridade responsável pelo"
Bento,O,I-OBRIGACAO,0.8409311880448109,215,"ao Município São Bento do Norte-RN, e"
de,O,I-RECOMENDACAO,0.8711226207746622,212,impedir a consumação de prescrição nas Unidades
o,I-OBRIGACAO,O,0.8928789907675094,779,"determinando que, após o trânsito em julgado"
processo,O,I-OBRIGACAO,0.8726379990924831,628,no bojo do processo de apuração mencionado
oitenta,O,I-RESSARCIMENTO,0.8764126992226117,807,"quatro reais e oitenta centavos), a ser"
DECIDE,B-OBRIGACAO,I-OBRIGACAO,0.5414316142340444,523,das presentes contas; DECIDE pela formalização de
por,O,I-MULTA,0.8864357070730624,717,TCE/RN de dados por meio do SIAI-DP
Municipal,O,I-RESSARCIMENTO,0.8442265932106657,831,da Casa Legislativa Municipal (elemento de despesa
que,O,I-RECOMENDACAO,0.8689853094921253,253,"Corte de Contas, que adote procedimentos com"
da,O,I-OBRIGACAO,0.8427665178400607,528,"dias, a contar da intimação desta decisão,"
prazo,O,I-OBRIGACAO,0.5908198408499603,528,Pela assinatura do prazo de 60 (sessenta)
prescrição,O,I-RECOMENDACAO,0.8686332713614624,107,a consumação de prescrição nas Unidades Técnicas
Emanoel,O,I-RESSARCIMENTO,0.656902977276044,807,em desfavor de Emanoel Fagundes da Silva
multa,O,I-MULTA,0.572091983121192,717,"período de apuração, multa no valor de"
no,O,I-RESSARCIMENTO,0.6858172038721223,807,aos cofres estaduais no montante de R$
cumprimento,O,I-RECOMENDACAO,0.742602875477286,685,cargos em integral cumprimento dos dispositivos constitucionais
"época,",O,I-RESSARCIMENTO,0.8630288209990412,792,"em valores da época, a serem devidamente"
recomende,O,I-RECOMENDACAO,0.6188425250533311,212,de que se recomende à Secretaria de
recomende,O,I-RECOMENDACAO,0.6175307927972186,247,de que se recomende à Secretaria de
da,O,I-MULTA,0.87121377213731,196,"5º, inciso I, da Lei nº 10.028/2000,"
"(LOTCE/RN,",O,I-OBRIGACAO,0.6202884645126007,528,"de R$ 1.000,00 (LOTCE/RN, art. 110);.”."
Unidades,O,I-RECOMENDACAO,0.8686255978126692,247,de prescrição nas Unidades Técnicas a ela
do,O,I-MULTA,0.7672695522563283,715,"multa em desfavor do responsável, Sr. Carlindson"
de,I-MULTA,I-RESSARCIMENTO,0.8620502165268458,818,"gestor no valor de R$ 1.500,00 (um"
Autônomo,O,I-MULTA,0.8736023036418852,630,responsável do Serviço Autônomo de Água e
São,O,I-OBRIGACAO,0.6875200779960279,215,"ao município de São Bento do Norte-RN,"
•,O,I-OBRIGACAO,0.8476313331086561,629,Supremo Tribunal Federal; • corrigir a apostila
Recomendação,O,I-RECOMENDACAO,0.549513831236247,736,Contas; 2) expedir Recomendação à atual gestão
do,O,I-MULTA,0.7650378581360464,617,"multa em desfavor do responsável, Sr. Francisco"
quanto,O,I-OBRIGACAO,0.8440198449199651,629,dos proventos ao quanto prescrito nas Súmulas
de,O,I-RECOMENDACAO,0.8719920229942757,767,"SECEX deste Tribunal de Contas, a adoção"
com,O,I-RECOMENDACAO,0.8679635897983063,305,que adote procedimentos com vistas a impedir
a,O,I-OBRIGACAO,0.8615173796867297,628,em conta que a imposição de possíveis
de,O,I-MULTA,0.8816408304976351,716,"do Sr. Bruno de Lima de Sena,"
irregular,I-OBRIGACAO,I-MULTA,0.8369439668875317,495,"por cada contrato irregular mantido (LOTCE/RN, art."
Chagas,O,I-MULTA,0.8654410527714135,617,Sr. Francisco das Chagas Eufrásio Vieira de
Pereira,O,I-MULTA,0.8343208941122697,830,"Ao gestor, Antenor Pereira da Silva: Presidente"
da,I-RESSARCIMENTO,I-OBRIGACAO,0.713441577293142,849,partir da data da sua citação; d)
procedimentos,O,I-RECOMENDACAO,0.8637142244562082,305,"Contas, que adote procedimentos com vistas a"
II,O,I-RESSARCIMENTO,0.5774773605380908,807,"artigo 78, incisos II e IV, da"
quatro,I-MULTA,I-RESSARCIMENTO,0.7862627036321829,415,"e sessenta e quatro reais), conforme determina"
continuado,O,I-RECOMENDACAO,0.6975036556189316,685,despesa de caráter continuado decorrente das nomeações
do,O,I-OBRIGACAO,0.8473048359326314,250,o vencimento básico do cargo efetivo de
eliminação,O,I-OBRIGACAO,0.5576317793084862,528,para enfrentamento e eliminação da irregularidade em
medida,O,I-OBRIGACAO,0.862644558871137,628,"vez que tal medida está sendo, igualmente,"
sua,I-RESSARCIMENTO,I-OBRIGACAO,0.7674426699262036,849,da data da sua citação; d) imposição
à,I-OBRIGACAO,O,0.45553282166153813,784,de alunos e à habilitação dos motoristas.
impedir,O,I-RECOMENDACAO,0.8623620960049887,212,com vistas a impedir a consumação de
do,I-OBRIGACAO,I-MULTA,0.8722842143457257,336,"II, alínea `f`, do Novel Regimento Interno"
a,O,I-RECOMENDACAO,0.541560734658584,685,"aplicáveis, com vistas a assegurar o controle"
assegurar,O,I-RECOMENDACAO,0.5363871510630915,685,com vistas a assegurar o controle da
impedir,O,I-RECOMENDACAO,0.8612635881211202,142,com vistas a impedir a consumação de
ao,O,I-OBRIGACAO,0.7398524522975465,202,c) pela NOTIFICAÇÃO ao Instituto de Previdência
a,O,I-RECOMENDACAO,0.8618455071543788,212,procedimentos com vistas a impedir a consumação
todas,O,I-OBRIGACAO,0.8577057625708278,629,"15 e 16, todas do Supremo Tribunal"
no,O,I-OBRIGACAO,0.8559673159530364,628,de apuração mencionado no item anterior; e)
Corte,O,I-RECOMENDACAO,0.8605628185334199,94,"– SECEX desta Corte de Contas, que"
Secretaria,O,I-RECOMENDACAO,0.8608654556167831,305,"conseguinte, recomendar a Secretaria de Controle Externo"
de,O,I-RECOMENDACAO,0.844352693783966,107,impedir a consumação de prescrição nas Unidades
procedimentos,O,I-RECOMENDACAO,0.8569450455211046,236,"Contas, que adote procedimentos com vistas a"
"Contas,",O,I-RECOMENDACAO,0.8557061027822335,94,"desta Corte de Contas, que adote procedimentos"
de,O,I-RECOMENDACAO,0.8579901143009993,247,"SECEX desta Corte de Contas, que adote"
Contas,O,I-MULTA,0.8724750587640974,716,este Tribunal das Contas Anuais de Gestão
da,I-RESSARCIMENTO,I-OBRIGACAO,0.8028330096923817,849,solidária a partir da data da sua
fazer,O,I-OBRIGACAO,0.8435497780470976,629,autoridade administrativa: • fazer cessar o reajuste
apuração,O,I-OBRIGACAO,0.8511151614893625,628,do processo de apuração mencionado no item
2010:,O,I-MULTA,0.8197862958059874,830,exercício financeiro de 2010: a) Aplicação de
SECEX,O,I-RECOMENDACAO,0.8500766972927148,155,Controle Externo – SECEX desta Corte de
sejam,I-RECOMENDACAO,I-OBRIGACAO,0.6677419647588645,543,interno da CEASA-RN sejam pormenorizadas as informações
a,I-RESSARCIMENTO,I-OBRIGACAO,0.8006296776564392,849,de forma solidária a partir da data
adote,O,I-RECOMENDACAO,0.7060135757292361,236,"de Contas, que adote procedimentos com vistas"
parte,O,I-OBRIGACAO,0.8520655275877006,629,vencimento básico da parte interessada em epígrafe
574/2016,O,I-MULTA,0.41829807493243926,849,"Lei Municipal nº 574/2016 de São Vicente,"
"Contas,",O,I-RECOMENDACAO,0.8556836907059235,155,"desta Corte de Contas, que adote procedimentos"
quanto,I-RESSARCIMENTO,I-OBRIGACAO,0.6301227215500346,786,"Magnus Dantas Xavier, quanto à empresa contratada"
assinatura,O,I-OBRIGACAO,0.6807887967395514,215,019/2023-GP/TCE; b) Pela assinatura do prazo de
o,I-OBRIGACAO,I-RESSARCIMENTO,0.7941830560845783,818,o gestor efetue o pagamento de R$
concedidas,O,I-OBRIGACAO,0.8348130348610161,250,disciplina as vantagens concedidas aos servidores do
de,O,I-RESSARCIMENTO,0.6443863078652939,807,comissão de recebimento de obras) e; Teodorico
"5º,",O,I-RESSARCIMENTO,0.6043576364055476,807,"artigo 37, § 5º, da Constituição Federal"
vinculadas.,O,I-RECOMENDACAO,0.8545893788105762,94,"Técnicas a ela vinculadas. Também, pelo envio"
termos,I-RESSARCIMENTO,I-MULTA,0.8421964199485972,858,"da República, nos termos da alínea “a”"
do,I-RESSARCIMENTO,I-MULTA,0.7894477526365987,858,"cento) do valor do referido débito, delimitada"
a,O,I-RECOMENDACAO,0.8543903071770802,236,procedimentos com vistas a impedir a consumação
Bento,O,I-OBRIGACAO,0.8628106216856509,215,"município de São Bento do Norte-RN, e"
"igualmente,",O,I-OBRIGACAO,0.8474591432840579,628,"medida está sendo, igualmente, perfectibilizada no bojo"
legal,O,I-RESSARCIMENTO,0.6622709783871791,807,Andrade Furtado (representante legal da PLANCOL); José
art.,I-RECOMENDACAO,I-OBRIGACAO,0.2183443739057029,408,"inciso VI do art. 24, dispostos na"
XXI,I-RECOMENDACAO,I-OBRIGACAO,0.2183443739057029,408,23 e inciso XXI do art. 23
c/c,I-RECOMENDACAO,I-OBRIGACAO,0.2183443739057029,408,do art. 23 c/c o inciso VI
23,I-RECOMENDACAO,I-OBRIGACAO,0.2183443739057029,408,XXI do art. 23 c/c o inciso
referência,I-RECOMENDACAO,I-OBRIGACAO,0.2183443739057029,84,Poder Executivo em referência para que adote
Executivo,I-RECOMENDACAO,I-OBRIGACAO,0.2183443739057029,84,Chefe do Poder Executivo em referência para
art.,I-RECOMENDACAO,I-OBRIGACAO,0.2183443739057029,408,inciso XXI do art. 23 c/c o
cumprimento,I-RECOMENDACAO,I-OBRIGACAO,0.2183443739057029,408,o monitoramento do cumprimento da determinação contida
XVI,I-RECOMENDACAO,I-OBRIGACAO,0.2183443739057029,408,previstas no inciso XVI do art. 23
